Substance,ISO,Country,Subnational code *,Subnational desc,Sector,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023,Y_2024
GWP_100_AR5_CH4,ABW,Aruba,,,Agriculture,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4358642607603,1.4410685383402,1.4462999923044,1.4539365562729,1.4575510153753,1.4611744599556,1.4662364997947
GWP_100_AR5_CH4,ABW,Aruba,,,Buildings,0.20403079076891,0.22060507906016,0.21340158727411,0.20552818373463,0.20515626389411,0.21158763957297,0.18202800844292,0.20865618167047,0.21779782923503,0.22161145602303,0.18351651953644,0.18735208632637,0.19308659059716,0.21575838940962,0.21744522981759,0.22561415931432,0.23461801069246,0.22644523391572,0.23379931012099,0.30734903261766,0.32041809802513,0.40794441159492,0.47974947181451,0.47797694352252,0.51303558928236,0.4913902161278,0.57991627825912,0.54226386226159,0.55084808506695,0.44781647938378,0.54464845344853,0.53476199626663,0.48081805600265,0.55161120689526,0.5561431542662
GWP_100_AR5_CH4,ABW,Aruba,,,Dom_Avi,0.0013316748550203,0.0015988451749471,0.0015755850096274,0.0014278381259653,0.0020080680581934,0.0023370766841714,0.0017126188171874,0.0034655001478646,0.002929532860709,0.0030744954204489,0.0029468474189228,0.0022895782065766,0.0023045825997745,0.0025357230982742,0.0025591019057415,0.0027936098316083,0.0028195987603902,0.0030837695580888,0.0032455206035577,0.0029305962233152,0.0027916597355378,0.0027623347713635,0.002784007293437,0.0033896406799905,0.0036102738269679,0.0037026007105404,0.0037200648481656,0.0038575592590552,0.0032433881922804,0.0045560958438285,0.0023713675078075,0.0024751156289233,0.002618924619024,0.002990208068159,0.003018395268984
GWP_100_AR5_CH4,ABW,Aruba,,,Dom_Ship,0.005514806544987,0.0062890776812837,0.0050304765863267,0.0072163368291237,0.0072559802763236,0.0076283014835079,0.0048834670270831,0.0074146660926598,0.0070541141046104,0.0073693130224404,0.0055852508516658,0.0056862200222572,0.0062646731587397,0.0073662062823598,0.0081275663826992,0.0094528669667833,0.012101571869428,0.010920428593049,0.011150522675193,0.011199547026531,0.011033569795995,0.0084579311456047,0.019607006000207,0.021845502460452,0.024382562334033,0.025587914316374,0.027106773492033,0.025903741496126,0.025457468888163,0.027489555520093,0.02816399496244,0.02865190192418,0.030316913732706,0.032306368743091,0.030059106539291
GWP_100_AR5_CH4,ABW,Aruba,,,Energy,0.08168398104108,0.09435696175533,0.108332240975,0.1090351416187,0.12563452498806,0.13846661853346,0.092820702302817,0.15118337181231,0.16192523683896,0.16131009309856,0.12555073717127,0.12996493346527,0.14095287986425,0.16217287697121,0.16737757239695,0.18036722097727,0.20837032256707,0.22822635134584,0.23065961079363,0.24651733055466,0.2294326623407,0.15592077942926,0.19141401026048,0.2149532685409,0.22603577077628,0.23564668658101,0.24282437090419,0.22901485149908,0.23593426665813,0.25983188900843,0.26707763367039,0.27256799131381,0.30186435234908,0.30284052491435,0.31321753996089
GWP_100_AR5_CH4,ABW,Aruba,,,Industry,0.42602804108131,0.60288548015789,0.38083248970654,0.39018590975692,0.4037580111345,0.40247873149578,0.40519425196902,0.43091389352983,0.43427521452644,0.45205014368877,55.528450244462,55.450212201091,55.425674970566,59.56374070953,66.522254817987,67.041245158025,36.981791186205,37.782597569631,33.956411432861,30.15207036812,19.203861422876,26.156442707387,4.9061317885274,1.6646070805365,2.1042935202388,2.0023717468956,2.0685947984148,2.1367881133008,2.1605182031894,2.1599689434325,2.1238122093051,2.2801789966829,2.4831176273598,2.5863816875794,2.5879425470513
GWP_100_AR5_CH4,ABW,Aruba,,,Transport,0.39237852072511,0.46832818325327,0.55871944646771,0.56785327603789,0.64078451492489,0.68285420203329,0.43996937217117,0.73541822950687,0.75330870833756,0.74849067401088,0.5554429886858,0.54587684711516,0.55367503075402,0.61018710857639,0.62637492897269,0.68130858466859,0.69025576052255,0.72484987439294,0.69613348892685,0.82293615330385,0.83939805681301,0.4966446186759,0.59364242889433,0.64012436490012,0.69509181128185,0.72767852321563,0.73885350982781,0.70608384620892,0.70416582270561,0.77854598668781,0.7172490295569,0.75251763933433,0.79624179205089,0.79462478377143,0.82516145764435
GWP_100_AR5_CH4,ABW,Aruba,,,Waste,12.311926630031,12.709557743931,13.257938720353,13.923768315705,14.590262796398,15.047799319822,15.291292286076,15.524185672367,15.584654782979,15.580382395367,15.702789913186,15.761928287135,15.788570757966,15.914481669668,16.13630803372,16.170184325866,16.156834417007,16.102524099369,15.973083386709,15.591896794258,15.357646329312,15.422193765183,15.433740957318,15.561806776449,15.634795518215,15.663266117907,15.748462768548,15.871324837012,15.991202594258,16.176079731799,16.363316973118,16.569667104927,16.770777955676,16.884010102514,16.984843930988
GWP_100_AR5_CH4,AFG,Afghanistan,,,Agriculture,7124.6691103167,7203.8581772866,7309.5447961998,7398.8343104824,7662.020519727,7943.6509772488,9002.9179805497,9832.8447583481,10424.697306513,11055.532533963,9543.4939396222,8012.027246175,10164.115914784,10508.065558645,10683.668172938,10222.453107363,10241.109739153,10564.74239917,11660.758955051,12045.497427354,13651.46931885,13586.370426205,13122.45067886,12891.614554163,13246.501422496,12469.166135272,11960.314917734,11581.890888763,11886.724602497,12052.971640926,12327.072810999,12319.289703111,12382.442955597,12388.721170726,12483.269983462
GWP_100_AR5_CH4,AFG,Afghanistan,,,Buildings,54.585308797327,55.718468154377,56.62992874492,61.025040482842,65.870478656875,81.265982927415,87.634895240543,94.122699261606,98.528459234544,103.95705535991,109.4767831256,112.12832091769,117.15410669868,120.01498221003,123.16180063358,126.2194445414,129.05058069037,131.68543067707,134.66946450395,138.11016783575,141.39126806294,143.94719562505,146.79251975649,166.83524056089,169.8107834675,173.4807382057,176.14470451983,179.95620123467,180.41878549792,186.87932465777,190.27915049615,191.50489802773,199.31760897067,203.17663213133,203.29384031413
