years,months,Bahawalpur,Rahim Yar Khan,Dera Ghazi Khan,Layyah,Muzaffargarh,Taunsa,Faisalabad,Jhang,Toba Tek Singh,Gujrat,Hafizabad, Mandi Bahauddin,Gujranwala,Narowal,Sialkot,Lahore, Nankana Sahib,Kasur,Sheikhupura,Bhakkar,Mianwali,Khanewal,Multan,Vehari,Attock,Rawalpindi,Jhelum,Sahiwal,Pakpattan,Okara,Khushab,Sargodha
1983,10,-0.049628996,0.001081332,-0.05040016,-0.009561942,-0.042537009,-0.045124386,-0.189695602,-0.170162607,-0.106430238,-0.127438715,-0.333590013,-0.060917633,-0.323604405,-0.36254489,-0.36254489,-0.365619177,-0.290848566,-0.311441483,-0.271233145,-0.054687422,-0.101527732,-0.051841542,-0.040571213,-0.075449541,-0.116409577,-0.116409577,-0.031481329,-0.075134378,-0.106540277,-0.233165358,-0.088546601,-0.193171155
1983,11,0.976159724,1.003500767,0.86195574,0.84479852,0.89623736,0.861687269,0.646959157,0.709016421,0.79012921,0.213402797,0.390960522,0.290497234,0.278061317,0.2111342,0.2111342,0.402793143,0.541328926,0.49731178,0.515487236,0.793099474,0.513928148,0.863045383,0.896615007,0.896005356,0.283947911,0.283947911,0.272475468,0.857648515,0.832846191,0.6465503,0.53299014,0.636492285
1983,12,1.291030856,1.307606049,1.190895521,1.19636908,1.205602463,1.165163407,1.027498298,1.062374408,1.1389144,0.414726194,0.733811458,0.519064153,0.555177724,0.435489554,0.435489554,0.718437302,0.926913819,0.830658258,0.887272877,1.151895384,0.807755715,1.181937373,1.20553263,1.180237264,0.494259982,0.494259982,0.496072689,1.177139698,1.145662784,1.01540124,0.818902102,0.968055546
1984,1,1.433849617,1.42549788,1.401383783,1.257472402,1.291414415,1.370619503,1.056154787,1.111843447,1.183836021,0.424155788,0.739634608,0.533475116,0.564408325,0.458099651,0.458099651,0.742358259,0.943209577,0.874848913,0.902378468,1.20271063,0.887616757,1.237321881,1.290718825,1.26936238,0.569317285,0.569317285,0.506811571,1.237067447,1.213333945,1.060652309,0.88577562,1.000621421
1984,2,1.133058874,1.038525254,0.9980514,0.917985761,1.025211625,0.956956922,1.028001483,0.910879522,1.04034344,0.741048166,0.935191625,0.756834377,0.860094246,0.762609192,0.762609192,1.000503721,0.994625767,1.056668727,0.95260917,0.868582638,0.809406035,1.009226798,1.02445086,1.059549812,0.686001113,0.686001113,0.654027319,1.087291514,1.062025003,1.088609408,0.785137723,0.810677921
1984,3,-0.31572381,-0.292160773,-0.340354431,-0.244615461,-0.221128306,-0.220592246,-0.439155123,-0.310414216,-0.305580369,-0.249179179,-0.466718672,-0.381369981,-0.318366553,-0.298806303,-0.298806303,-0.400198711,-0.476777437,-0.428970815,-0.451521207,-0.289860557,-0.183907164,-0.206863751,-0.219724713,-0.249961211,-0.060312372,-0.060312372,-0.267007159,-0.243914653,-0.325579074,-0.410556575,-0.319741401,-0.336794851
1984,4,-0.969591282,-0.874261686,-0.788388417,-0.746383176,-0.876037674,-0.754959301,-0.88978892,-0.834662659,-0.808915899,-0.862749132,-0.967985741,-0.961104781,-0.965122399,-0.986537488,-0.986537488,-0.961875639,-0.901728277,-1.044469683,-0.874295527,-0.818824405,-0.740198046,-0.839361121,-0.875132521,-0.862945114,-0.707760952,-0.707760952,-0.99333177,-0.870256295,-0.918442349,-0.971116584,-0.924264957,-0.841862034
1984,5,-1.643896933,-1.534714992,-1.711199519,-1.712931772,-1.739814501,-1.66935513,-1.782137041,-1.762673245,-1.810472378,-1.912133787,-1.790940682,-1.847658541,-1.85502229,-1.908903311,-1.908903311,-1.825013258,-1.779316682,-1.848726529,-1.80994117,-1.731178679,-1.774405941,-1.776518448,-1.738606024,-1.826519122,-1.841956204,-1.841956204,-1.752044159,-1.821761331,-1.8429772,-1.816262699,-1.750103377,-1.731970081
1984,6,-1.34558637,-1.369906248,-1.274070399,-1.124344714,-1.346765303,-1.402841701,-1.188410279,-1.205664886,-1.235026177,-1.237425942,-1.212147403,-1.265361086,-1.188638701,-1.20041556,-1.20041556,-1.203927395,-1.338600243,-1.283846356,-1.330767063,-1.002005743,-1.373717407,-1.199602045,-1.347376898,-1.308568229,-1.430640001,-1.430640001,-1.172345946,-1.233915455,-1.34754772,-1.335809423,-1.236162207,-1.161848073
1984,7,-0.956427155,-0.922678176,-0.211669052,-0.697284367,-0.661674455,-0.361713712,-0.869469401,-0.912997928,-0.864722178,0.884649548,-0.050796382,0.201440026,0.899632645,1.3061097,1.3061097,0.811893164,-0.181018047,0.547935366,-0.177266054,-0.402668395,-0.169889857,-0.84187106,-0.663500878,-0.789737875,0.493367364,0.493367364,0.801455117,-0.873438334,-0.679442501,-0.295340568,-0.707446961,-0.99830357
1984,8,0.10619977,-0.141111321,1.011184767,0.114023633,0.289741575,0.792309193,-0.176901682,-0.444098666,-0.21145979,2.04788818,1.190822364,1.717822059,2.267414846,2.354516288,2.354516288,1.827903068,0.717445486,1.347628507,0.67540898,0.017848038,-0.343220394,0.170889136,0.287585205,0.248505652,-0.290473322,-0.290473322,1.439831101,0.025606547,-0.07167681,0.495202682,-0.316987931,-0.566509665
1984,9,0.581518386,0.50325684,0.235025315,-0.232721864,0.147803809,0.040397599,-0.045944854,-0.340922255,-0.221315128,0.757410661,0.478243617,0.41431504,1.206889611,1.231158491,1.231158491,1.246202658,0.644938881,0.891788944,0.609892968,-0.363034368,-0.061919194,-0.027523392,0.147428975,0.208421468,0.468878089,0.468878089,0.826078637,-0.093468095,0.080485097,0.541278908,-0.107874253,-0.437319979
1984,10,0.221674837,0.271009461,0.176336384,0.111616528,0.155243766,0.189861475,-0.079553701,-0.051619408,0.047712977,-0.20351829,-0.163321978,-0.280585003,-0.140429087,-0.116326686,-0.116326686,-0.09927867,-0.072656118,-0.068162718,-0.064517164,0.043399429,-0.109647352,0.11691568,0.156516449,0.205146608,-0.211057262,-0.211057262,-0.444873419,0.162139591,0.088068623,0.013106504,-0.191024248,-0.104766752
1984,11,1.074690079,1.091624033,0.912860132,1.001259124,0.924246463,0.907966937,1.09191527,1.211461938,1.073423996,0.325918023,0.660305857,0.4874019,0.440632805,0.335382817,0.335382817,0.530597682,0.797371523,0.638593201,0.761136421,1.01527701,0.692080282,1.006400695,0.924523979,0.987207157,0.362056672,0.362056672,0.397484268,1.070561389,1.044775686,0.829460538,0.964780809,1.183181978
1984,12,1.316980674,1.317958721,1.148404195,1.254074995,1.199937355,1.177901404,1.457723087,1.415379749,1.298977994,0.6744184,1.009754596,0.820087553,0.798534916,0.661498906,0.661498906,0.939394057,1.255321162,1.095672437,1.222251282,1.191129787,0.940104744,1.234532862,1.199889001,1.266098235,0.569057814,0.569057814,0.733116095,1.25234165,1.246780165,1.300293061,1.143649605,1.284456886
1985,1,1.286614832,1.291327419,1.111190624,1.162167139,1.150263792,1.166027375,1.05141535,1.086805234,1.116995475,0.485441847,0.732362549,0.600208935,0.558284773,0.459431542,0.459431542,0.739297513,0.933534773,0.861856074,0.892872059,1.131283142,0.816004701,1.134869753,1.150066318,1.165920607,0.539555153,0.539555153,0.62117753,1.141179295,1.135228945,1.035859717,0.955543678,0.985491174
1985,2,0.710690429,0.764831142,0.671357683,0.645823839,0.693341492,0.674391515,0.45181265,0.505480796,0.582750584,-0.043063454,0.147475936,0.01841823,0.051564914,0.06659153,0.06659153,0.237219339,0.30289673,0.331907919,0.288901574,0.671712204,0.405978917,0.655477021,0.693453013,0.666442752,0.191698811,0.191698811,-0.126142399,0.644647411,0.591653085,0.409260873,0.3855147,0.435339382
1985,3,-0.170824406,-0.170591997,0.021205558,-0.134095907,-0.056096934,0.02852291,-0.34545919,-0.287685893,-0.290637376,-0.292860063,-0.495138319,-0.439069743,-0.477370941,-0.485593755,-0.485593755,-0.436138185,-0.477456107,-0.458667299,-0.452557689,-0.202842253,-0.10277942,-0.157634462,-0.055288584,-0.161528191,-0.08771226,-0.08771226,-0.507144237,-0.212399718,-0.319593446,-0.37002725,-0.349260755,-0.296354042
1985,4,-0.719427015,-0.725693606,-0.567208317,-0.667020287,-0.713943575,-0.683351444,-0.745269785,-0.73044491,-0.74113051,-0.728722903,-0.761264757,-0.633015013,-0.964953729,-0.956661749,-0.956661749,-0.918367698,-0.858530415,-1.026987438,-0.830820927,-0.63483754,-0.763598027,-0.782246278,-0.713417156,-0.784467982,-0.594355977,-0.594355977,-0.68438397,-0.824528802,-0.864720245,-0.787538385,-0.677641526,-0.688249598
1985,5,-1.569975987,-1.504557455,-1.523487318,-1.493316295,-1.576918066,-1.463957821,-1.541193697,-1.564093181,-1.571784996,-1.564416037,-1.53559904,-1.58795921,-1.562129286,-1.562599836,-1.562599836,-1.560145231,-1.566736091,-1.536196594,-1.574960727,-1.465540688,-1.395279894,-1.558936417,-1.576082287,-1.575319235,-1.458702899,-1.458702899,-1.496721587,-1.565577704,-1.560200102,-1.55763387,-1.518664215,-1.523670011
1985,6,-1.102628007,-1.189600433,-0.951231636,-1.227124366,-1.137267457,-1.088495973,-1.296051543,-1.262596914,-1.227005132,-1.415320234,-1.377988419,-1.50100864,-1.304095555,-1.265461894,-1.265461894,-1.244339506,-1.219769884,-1.176846277,-1.205555459,-1.25855077,-1.433677152,-1.218958813,-1.138366909,-1.155274858,-1.582162173,-1.582162173,-1.551351433,-1.215481175,-1.154758739,-1.210297372,-1.41102291,-1.347899806
1985,7,-0.633462233,-0.316540795,-0.436453558,-0.912663,-0.659241937,-0.740359123,-0.146501699,-0.24780403,-0.603458202,0.83846488,0.536274844,0.561586341,1.023529962,1.285677499,1.285677499,1.125304485,0.315162041,0.621467841,0.2901944,-0.931742001,-0.71697307,-0.785904797,-0.661098464,-0.741505429,-0.739153032,-0.739153032,0.873895008,-0.736601622,-0.452306357,0.318397027,-0.092674059,-0.138470169
1985,8,-0.299746971,-0.661078806,0.080174162,-0.042833242,0.119729147,-0.132347196,1.177852042,1.133917104,0.788785752,0.761612619,1.189386793,1.395935402,0.847767675,0.656995628,0.656995628,0.634060242,0.942523876,0.495320206,0.894486766,-0.1461532,0.374148641,0.36125579,0.117817537,0.397151505,0.313797263,0.313797263,1.045739694,0.495599636,0.646534877,0.627604007,1.509058545,1.329553391
1985,9,-0.226548127,-0.218479252,-0.336128716,-0.51601385,-0.306140995,-0.361658808,-0.319054425,-0.486551716,-0.407321285,-0.480329404,-0.396944166,-0.557701945,-0.208380196,-0.290076182,-0.290076182,-0.094203308,-0.16437141,-0.197197172,-0.154397687,-0.596749682,-0.574708663,-0.400999116,-0.305536277,-0.321855776,-0.691872929,-0.691872929,-0.766335813,-0.408358883,-0.2363188,-0.044401454,-0.576610924,-0.574675525
1985,10,0.088123655,0.120468823,-0.074634021,-0.058105489,-0.024359545,-0.05180027,0.16759037,-0.055919351,0.024247637,0.41511862,0.275506311,0.124817478,0.628736975,0.657068521,0.657068521,0.760386172,0.546477805,0.571152347,0.520652149,-0.108310565,-0.287225786,0.036467099,-0.022343106,0.079487193,-0.381725052,-0.381725052,-0.227948695,0.096097986,0.222755881,0.565240801,-0.199444426,-0.079959967
1985,11,0.89426036,0.943581333,0.745976521,0.80926178,0.795562186,0.791942896,0.644688865,0.649795995,0.715684733,0.232982167,0.447628817,0.267193432,0.345862936,0.26107888,0.26107888,0.469115696,0.6026135,0.524654843,0.573460638,0.753824771,0.530992238,0.800156994,0.79630621,0.793808019,0.276122247,0.276122247,0.243184612,0.764211379,0.723896698,0.650264082,0.492345028,0.592918586
1985,12,1.334125982,1.358842491,1.200687096,1.260858273,1.216258031,1.169821966,1.476209802,1.588573255,1.322996465,0.943848768,1.15939716,1.00214834,1.023257237,0.998195515,0.998195515,1.188557926,1.234508235,1.201388761,1.201180494,1.375287421,1.702767051,1.178564327,1.216363581,1.208130231,1.435791157,1.435791157,0.940838877,1.301668158,1.35425674,1.268949305,1.447306576,1.673666571
